date,vendor_id,product_id,purchase_price,reliability_score,lead_time_days,market_index
2023-12-01,VEN-0021,PRD-00047,24.43,99.9,5,107.02
2024-01-01,VEN-0021,PRD-00047,24.35,96.7,6,106.47
2024-02-01,VEN-0021,PRD-00047,25.08,100.0,12,105.23
2024-03-01,VEN-0021,PRD-00047,23.92,99.9,9,106.43
2024-04-01,VEN-0021,PRD-00047,25.13,100.0,9,106.42
2024-05-01,VEN-0021,PRD-00047,24.42,100.0,4,108.05
2024-06-01,VEN-0021,PRD-00047,24.94,97.5,12,108.31
2024-07-01,VEN-0021,PRD-00047,24.64,97.3,13,108.39
2024-08-01,VEN-0021,PRD-00047,25.93,100.0,3,109.29
2024-09-01,VEN-0021,PRD-00047,25.27,100.0,9,109.15
2024-10-01,VEN-0021,PRD-00047,26.2,97.4,11,110.04
2024-11-01,VEN-0021,PRD-00047,25.69,99.1,6,109.85
2024-12-01,VEN-0021,PRD-00047,24.92,99.1,5,109.54
2023-01-01,VEN-0021,PRD-00140,200.16,100.0,10,99.52
2023-02-01,VEN-0021,PRD-00140,192.03,100.0,8,98.21
2023-03-01,VEN-0021,PRD-00140,191.38,100.0,7,98.23
2023-04-01,VEN-0021,PRD-00140,191.04,99.8,12,97.78
2023-05-01,VEN-0021,PRD-00140,190.72,99.6,6,98.02
2023-06-01,VEN-0021,PRD-00140,188.46,100.0,9,96.41
2023-07-01,VEN-0021,PRD-00140,186.42,98.2,13,96.47
2023-08-01,VEN-0021,PRD-00140,191.0,100.0,5,97.48
2023-09-01,VEN-0021,PRD-00140,190.87,96.8,5,97.45
2023-10-01,VEN-0021,PRD-00140,187.94,96.1,7,96.56
2023-11-01,VEN-0021,PRD-00140,191.45,98.1,10,96.78
2023-12-01,VEN-0021,PRD-00140,189.93,99.9,4,96.61
2024-01-01,VEN-0021,PRD-00140,189.48,97.0,6,97.68
2024-02-01,VEN-0021,PRD-00140,194.55,100.0,7,97.34
2024-03-01,VEN-0021,PRD-00140,187.87,100.0,6,97.44
2024-04-01,VEN-0021,PRD-00140,186.61,97.1,6,98.67
2024-05-01,VEN-0021,PRD-00140,193.49,100.0,5,98.82
2024-06-01,VEN-0021,PRD-00140,193.05,99.7,6,99.02
2024-07-01,VEN-0021,PRD-00140,193.31,100.0,7,98.45
2024-08-01,VEN-0021,PRD-00140,193.5,100.0,4,99.17
2024-09-01,VEN-0021,PRD-00140,189.09,99.7,9,98.57
2024-10-01,VEN-0021,PRD-00140,192.48,100.0,3,99.82
2024-11-01,VEN-0021,PRD-00140,190.4,100.0,9,98.74
2024-12-01,VEN-0021,PRD-00140,194.44,100.0,5,99.44
2023-01-01,VEN-0021,PRD-00414,8.83,98.7,9,96.21
2023-02-01,VEN-0021,PRD-00414,8.8,100.0,3,94.35
2023-03-01,VEN-0021,PRD-00414,8.49,96.6,9,92.2
2023-04-01,VEN-0021,PRD-00414,8.63,100.0,11,93.96
2023-05-01,VEN-0021,PRD-00414,8.21,100.0,10,94.4
2023-06-01,VEN-0021,PRD-00414,8.44,100.0,8,93.18
2023-07-01,VEN-0021,PRD-00414,8.53,99.7,4,91.63
2023-08-01,VEN-0021,PRD-00414,8.36,100.0,6,92.89
2023-09-01,VEN-0021,PRD-00414,8.75,100.0,11,93.51
2023-10-01,VEN-0021,PRD-00414,8.42,100.0,5,92.67
2023-11-01,VEN-0021,PRD-00414,8.59,100.0,12,94.26
2023-12-01,VEN-0021,PRD-00414,8.68,96.6,3,95.68
2024-01-01,VEN-0021,PRD-00414,8.48,100.0,5,94.85
2024-02-01,VEN-0021,PRD-00414,8.32,100.0,11,94.01
2024-03-01,VEN-0021,PRD-00414,8.71,100.0,8,95.02
2024-04-01,VEN-0021,PRD-00414,8.35,100.0,11,93.21
2024-05-01,VEN-0021,PRD-00414,8.72,100.0,8,94.18
2024-06-01,VEN-0021,PRD-00414,8.54,100.0,12,93.05
2024-07-01,VEN-0021,PRD-00414,8.32,100.0,5,93.2
2024-08-01,VEN-0021,PRD-00414,8.21,99.5,8,91.5
2024-09-01,VEN-0021,PRD-00414,8.37,97.5,6,92.05
2024-10-01,VEN-0021,PRD-00414,8.49,99.0,8,90.94
2024-11-01,VEN-0021,PRD-00414,8.35,100.0,4,89.86
2024-12-01,VEN-0021,PRD-00414,8.36,99.1,13,90.86
2023-01-01,VEN-0021,PRD-00152,213.77,98.8,6,98.31
2023-02-01,VEN-0021,PRD-00152,215.58,99.9,12,97.7
2023-03-01,VEN-0021,PRD-00152,218.35,100.0,9,97.53
2023-04-01,VEN-0021,PRD-00152,216.13,100.0,4,98.26
2023-05-01,VEN-0021,PRD-00152,212.33,100.0,12,97.13
2023-06-01,VEN-0021,PRD-00152,216.72,100.0,11,97.87
2023-07-01,VEN-0021,PRD-00152,223.63,95.0,5,99.51
2023-08-01,VEN-0021,PRD-00152,215.08,99.1,13,100.48
2023-09-01,VEN-0021,PRD-00152,218.17,100.0,10,99.85
2023-10-01,VEN-0021,PRD-00152,215.76,98.9,6,100.63
2023-11-01,VEN-0021,PRD-00152,221.39,100.0,5,100.96
2023-12-01,VEN-0021,PRD-00152,219.66,98.5,6,101.62
2024-01-01,VEN-0021,PRD-00152,218.72,95.9,12,101.81
2024-02-01,VEN-0021,PRD-00152,222.37,100.0,3,101.88
2024-03-01,VEN-0021,PRD-00152,220.91,98.1,6,102.34
2024-04-01,VEN-0021,PRD-00152,227.31,100.0,10,103.56
2024-05-01,VEN-0021,PRD-00152,238.32,100.0,12,104.24
2024-06-01,VEN-0021,PRD-00152,221.86,100.0,12,103.32
2024-07-01,VEN-0021,PRD-00152,232.86,97.9,10,106.28
2024-08-01,VEN-0021,PRD-00152,234.05,100.0,13,107.2
2024-09-01,VEN-0021,PRD-00152,246.68,99.5,6,106.56
2024-10-01,VEN-0021,PRD-00152,232.8,100.0,6,106.31
2024-11-01,VEN-0021,PRD-00152,230.06,98.4,6,105.54
2024-12-01,VEN-0021,PRD-00152,237.48,96.9,5,105.97
2023-01-01,VEN-0170,PRD-00133,258.14,81.5,4,100.2
2023-02-01,VEN-0170,PRD-00133,254.32,77.9,10,100.56
2023-03-01,VEN-0170,PRD-00133,267.96,79.0,8,102.64
2023-04-01,VEN-0170,PRD-00133,267.89,81.8,10,103.79
2023-05-01,VEN-0170,PRD-00133,263.26,79.9,9,104.2
2023-06-01,VEN-0170,PRD-00133,264.91,74.8,12,105.73
2023-07-01,VEN-0170,PRD-00133,279.11,77.9,8,106.65
2023-08-01,VEN-0170,PRD-00133,282.7,80.1,5,106.24
2023-09-01,VEN-0170,PRD-00133,284.56,80.9,12,106.71
2023-10-01,VEN-0170,PRD-00133,283.7,79.0,12,105.47
2023-11-01,VEN-0170,PRD-00133,267.84,79.1,13,104.55
2023-12-01,VEN-0170,PRD-00133,266.4,80.1,7,105.24
2024-01-01,VEN-0170,PRD-00133,266.25,80.2,6,105.2
2024-02-01,VEN-0170,PRD-00133,271.34,77.0,10,105.57
2024-03-01,VEN-0170,PRD-00133,267.22,79.0,4,104.54
2024-04-01,VEN-0170,PRD-00133,269.5,76.6,8,104.8
2024-05-01,VEN-0170,PRD-00133,271.01,78.5,11,105.22
2024-06-01,VEN-0170,PRD-00133,267.17,75.4,13,104.75
2024-07-01,VEN-0170,PRD-00133,269.68,74.5,13,104.1
2024-08-01,VEN-0170,PRD-00133,271.69,79.4,10,105.55
2024-09-01,VEN-0170,PRD-00133,258.92,74.1,11,104.54
2024-10-01,VEN-0170,PRD-00133,272.03,77.8,5,104.41
2024-11-01,VEN-0170,PRD-00133,256.68,77.2,13,104.99
2024-12-01,VEN-0170,PRD-00133,267.82,81.6,9,104.32
2023-01-01,VEN-0171,PRD-00346,78.12,72.8,6,97.82
2023-02-01,VEN-0171,PRD-00346,77.23,69.2,11,98.29
2023-03-01,VEN-0171,PRD-00346,77.34,71.7,5,97.02
2023-04-01,VEN-0171,PRD-00346,76.51,71.1,4,97.69
2023-05-01,VEN-0171,PRD-00346,76.61,72.1,7,96.75
2023-06-01,VEN-0171,PRD-00346,76.11,73.7,3,97.61
2023-07-01,VEN-0171,PRD-00346,76.17,70.1,11,97.8
2023-08-01,VEN-0171,PRD-00346,76.74,71.5,10,99.95
2023-09-01,VEN-0171,PRD-00346,75.74,73.0,12,98.04
2023-10-01,VEN-0171,PRD-00346,77.53,69.4,4,98.29
2023-11-01,VEN-0171,PRD-00346,78.75,72.3,8,97.64
2023-12-01,VEN-0171,PRD-00346,77.31,72.1,4,96.14
2024-01-01,VEN-0171,PRD-00346,69.18,70.4,9,94.62
2024-02-01,VEN-0171,PRD-00346,74.12,70.2,3,95.55
2024-03-01,VEN-0171,PRD-00346,70.15,68.6,6,94.79
2024-04-01,VEN-0171,PRD-00346,71.84,69.0,7,93.85
2024-05-01,VEN-0171,PRD-00346,72.12,68.6,8,94.32
2024-06-01,VEN-0171,PRD-00346,73.17,71.8,12,95.57
2024-07-01,VEN-0171,PRD-00346,75.45,70.2,6,96.06
2024-08-01,VEN-0171,PRD-00346,73.99,70.5,12,94.51
2024-09-01,VEN-0171,PRD-00346,75.84,71.8,10,94.82
2024-10-01,VEN-0171,PRD-00346,74.59,71.3,5,95.14
2024-11-01,VEN-0171,PRD-00346,75.88,70.3,4,94.78
2024-12-01,VEN-0171,PRD-00346,74.03,66.7,9,94.7
2023-01-01,VEN-0171,PRD-00219,779.98,70.2,11,98.87
2023-02-01,VEN-0171,PRD-00219,769.08,68.1,11,97.07
2023-03-01,VEN-0171,PRD-00219,758.48,70.9,12,95.75
2023-04-01,VEN-0171,PRD-00219,745.93,68.4,12,95.15
2023-05-01,VEN-0171,PRD-00219,781.83,72.1,13,95.74
2023-06-01,VEN-0171,PRD-00219,739.48,70.5,8,96.29
2023-07-01,VEN-0171,PRD-00219,766.8,70.2,13,96.13
2023-08-01,VEN-0171,PRD-00219,782.38,71.9,11,97.34
2023-09-01,VEN-0171,PRD-00219,775.73,71.5,4,96.88
2023-10-01,VEN-0171,PRD-00219,759.89,68.3,9,96.97
2023-11-01,VEN-0171,PRD-00219,752.08,67.5,3,95.83
2023-12-01,VEN-0171,PRD-00219,759.78,70.7,9,95.67
2024-01-01,VEN-0171,PRD-00219,771.67,70.6,9,96.22
2024-02-01,VEN-0171,PRD-00219,768.79,67.6,9,96.48
2024-03-01,VEN-0171,PRD-00219,756.75,71.6,5,97.2
2024-04-01,VEN-0171,PRD-00219,774.79,65.4,5,98.11
2024-05-01,VEN-0171,PRD-00219,790.79,68.8,4,97.33
2024-06-01,VEN-0171,PRD-00219,742.34,69.8,7,97.32
2024-07-01,VEN-0171,PRD-00219,766.22,69.9,5,97.96
2024-08-01,VEN-0171,PRD-00219,749.36,68.5,9,98.7
2024-09-01,VEN-0171,PRD-00219,770.4,70.6,3,99.55
2024-10-01,VEN-0171,PRD-00219,803.6,70.6,12,99.39
2024-11-01,VEN-0171,PRD-00219,803.7,70.8,6,99.17
2024-12-01,VEN-0171,PRD-00219,782.06,73.2,10,99.26
2023-01-01,VEN-0171,PRD-00290,33.22,70.4,5,95.4
2023-02-01,VEN-0171,PRD-00290,31.6,68.7,3,95.42
2023-03-01,VEN-0171,PRD-00290,32.46,68.5,9,94.91
2023-04-01,VEN-0171,PRD-00290,33.14,70.7,9,94.18
2023-05-01,VEN-0171,PRD-00290,33.3,67.2,9,94.07
2023-06-01,VEN-0171,PRD-00290,33.4,70.8,7,94.48
2023-07-01,VEN-0171,PRD-00290,32.63,70.7,7,92.5
2023-08-01,VEN-0171,PRD-00290,31.37,67.0,7,91.99
2023-09-01,VEN-0171,PRD-00290,30.4,72.3,10,92.09
2023-10-01,VEN-0171,PRD-00290,32.89,71.5,13,91.75
2023-11-01,VEN-0171,PRD-00290,30.39,74.2,5,91.3
2023-12-01,VEN-0171,PRD-00290,31.47,71.7,13,89.55
2024-01-01,VEN-0171,PRD-00290,31.55,68.6,10,91.26
2024-02-01,VEN-0171,PRD-00290,32.17,70.2,10,92.61
2024-03-01,VEN-0171,PRD-00290,31.93,69.5,5,91.46
2024-04-01,VEN-0171,PRD-00290,31.6,67.4,10,91.24
2024-05-01,VEN-0171,PRD-00290,31.84,69.8,6,91.26
2024-06-01,VEN-0171,PRD-00290,31.06,68.0,11,91.02
2024-07-01,VEN-0171,PRD-00290,31.26,69.9,4,90.82
2024-08-01,VEN-0171,PRD-00290,31.29,74.7,3,89.95
2024-09-01,VEN-0171,PRD-00290,31.72,71.4,6,89.61
2024-10-01,VEN-0171,PRD-00290,30.94,70.4,7,87.96
2024-11-01,VEN-0171,PRD-00290,31.15,71.6,12,88.59
2024-12-01,VEN-0171,PRD-00290,30.57,70.0,6,87.61
2023-01-01,VEN-0171,PRD-00187,640.18,66.7,11,104.3
2023-02-01,VEN-0171,PRD-00187,624.26,69.6,3,105.09
2023-03-01,VEN-0171,PRD-00187,624.75,73.6,11,103.45
2023-04-01,VEN-0171,PRD-00187,603.07,71.8,8,102.76
2023-05-01,VEN-0171,PRD-00187,595.1,68.1,8,100.9
2023-06-01,VEN-0171,PRD-00187,616.34,69.5,5,101.57
2023-07-01,VEN-0171,PRD-00187,611.05,70.8,13,101.25
2023-08-01,VEN-0171,PRD-00187,618.58,71.7,12,101.22
2023-09-01,VEN-0171,PRD-00187,643.9,72.3,7,102.48
2023-10-01,VEN-0171,PRD-00187,593.39,68.7,9,99.16
2023-11-01,VEN-0171,PRD-00187,590.08,69.9,9,99.03
2023-12-01,VEN-0171,PRD-00187,594.9,72.1,13,97.13
2024-01-01,VEN-0171,PRD-00187,604.64,67.6,10,98.15
2024-02-01,VEN-0171,PRD-00187,586.51,70.5,11,95.48
2024-03-01,VEN-0171,PRD-00187,564.56,66.8,5,95.08
2024-04-01,VEN-0171,PRD-00187,575.06,70.0,8,94.86
2024-05-01,VEN-0171,PRD-00187,549.15,70.2,6,93.97
2024-06-01,VEN-0171,PRD-00187,588.37,72.0,4,94.43
2024-07-01,VEN-0171,PRD-00187,567.49,70.4,3,92.96
2024-08-01,VEN-0171,PRD-00187,542.05,67.7,8,91.2
2024-09-01,VEN-0171,PRD-00187,518.97,72.2,11,90.83
2024-10-01,VEN-0171,PRD-00187,536.38,73.4,13,90.65
2024-11-01,VEN-0171,PRD-00187,522.0,70.6,5,90.56
2024-12-01,VEN-0171,PRD-00187,539.26,71.9,12,90.65
2023-01-01,VEN-0143,PRD-00474,21.98,87.9,11,101.44
2023-02-01,VEN-0143,PRD-00474,21.88,87.6,9,102.63
2023-03-01,VEN-0143,PRD-00474,21.43,81.1,5,102.2
2023-04-01,VEN-0143,PRD-00474,21.93,85.9,5,101.96
2023-05-01,VEN-0143,PRD-00474,21.32,83.7,4,101.53
2023-06-01,VEN-0143,PRD-00474,22.89,87.9,10,102.65
2023-07-01,VEN-0143,PRD-00474,21.6,85.0,9,102.35
2023-08-01,VEN-0143,PRD-00474,21.79,86.3,11,102.49
2023-09-01,VEN-0143,PRD-00474,21.81,85.9,13,102.69
2023-10-01,VEN-0143,PRD-00474,21.75,88.2,6,101.87
2023-11-01,VEN-0143,PRD-00474,21.94,88.5,4,99.39
2023-12-01,VEN-0143,PRD-00474,21.65,85.8,9,99.6
2024-01-01,VEN-0143,PRD-00474,21.41,87.6,5,99.09
2024-02-01,VEN-0143,PRD-00474,21.39,86.9,11,99.6
2024-03-01,VEN-0143,PRD-00474,21.37,84.1,6,99.62
2024-04-01,VEN-0143,PRD-00474,20.87,85.4,4,100.81
2024-05-01,VEN-0143,PRD-00474,21.73,88.0,8,101.02
2024-06-01,VEN-0143,PRD-00474,21.68,86.9,5,100.94
2024-07-01,VEN-0143,PRD-00474,21.92,84.6,7,100.45
2024-08-01,VEN-0143,PRD-00474,20.96,84.7,9,100.79
2024-09-01,VEN-0143,PRD-00474,22.37,84.5,3,102.81
2024-10-01,VEN-0143,PRD-00474,21.7,84.9,5,103.26
2024-11-01,VEN-0143,PRD-00474,22.5,85.8,7,103.15
2024-12-01,VEN-0143,PRD-00474,22.21,86.9,6,103.05
2023-01-01,VEN-0150,PRD-00235,1011.79,95.2,11,103.65
2023-02-01,VEN-0150,PRD-00235,1011.39,91.3,11,102.95
2023-03-01,VEN-0150,PRD-00235,1003.4,94.8,3,101.68
2023-04-01,VEN-0150,PRD-00235,991.9,94.1,4,101.06
2023-05-01,VEN-0150,PRD-00235,998.98,95.2,11,102.57
2023-06-01,VEN-0150,PRD-00235,1005.58,93.4,6,102.91
2023-07-01,VEN-0150,PRD-00235,1009.42,94.8,4,102.9
2023-08-01,VEN-0150,PRD-00235,1017.75,95.8,7,101.85
2023-09-01,VEN-0150,PRD-00235,1009.09,93.4,12,100.63
2023-10-01,VEN-0150,PRD-00235,1022.27,96.7,9,101.77
2023-11-01,VEN-0150,PRD-00235,1015.29,91.3,7,102.39
2023-12-01,VEN-0150,PRD-00235,1028.08,95.0,7,103.43
2024-01-01,VEN-0150,PRD-00235,1047.19,94.7,5,105.51
2024-02-01,VEN-0150,PRD-00235,1075.77,91.1,8,105.06
2024-03-01,VEN-0150,PRD-00235,1016.78,94.1,8,104.24
2024-04-01,VEN-0150,PRD-00235,993.86,93.4,8,104.53
2024-05-01,VEN-0150,PRD-00235,1016.23,95.8,6,104.28
2024-06-01,VEN-0150,PRD-00235,1038.41,89.6,5,104.09
2024-07-01,VEN-0150,PRD-00235,1057.52,95.3,7,104.07
2024-08-01,VEN-0150,PRD-00235,1039.89,98.3,9,103.44
2024-09-01,VEN-0150,PRD-00235,1012.19,97.6,5,103.56
2024-10-01,VEN-0150,PRD-00235,1014.03,96.9,6,103.94
2024-11-01,VEN-0150,PRD-00235,1065.35,95.1,7,103.8
2024-12-01,VEN-0150,PRD-00235,1029.14,97.8,5,102.15
2023-01-01,VEN-0150,PRD-00372,15.56,93.4,5,102.36
2023-02-01,VEN-0150,PRD-00372,15.95,93.8,4,104.51
2023-03-01,VEN-0150,PRD-00372,16.05,95.0,12,103.77
2023-04-01,VEN-0150,PRD-00372,15.67,94.5,7,104.48
2023-05-01,VEN-0150,PRD-00372,16.48,94.9,11,104.07
2023-06-01,VEN-0150,PRD-00372,16.35,92.7,11,103.33
2023-07-01,VEN-0150,PRD-00372,15.85,97.8,9,104.11
2023-08-01,VEN-0150,PRD-00372,16.45,92.0,3,105.22
2023-09-01,VEN-0150,PRD-00372,16.41,93.5,6,105.46
2023-10-01,VEN-0150,PRD-00372,16.2,93.8,9,104.79
2023-11-01,VEN-0150,PRD-00372,16.05,91.9,10,106.83
2023-12-01,VEN-0150,PRD-00372,16.24,96.4,11,106.7
2024-01-01,VEN-0150,PRD-00372,15.98,94.2,11,105.78
2024-02-01,VEN-0150,PRD-00372,15.66,94.4,12,104.45
2024-03-01,VEN-0150,PRD-00372,15.54,90.6,8,102.85
2024-04-01,VEN-0150,PRD-00372,15.92,96.1,7,103.54
2024-05-01,VEN-0150,PRD-00372,15.68,95.8,6,103.42
2024-06-01,VEN-0150,PRD-00372,15.66,96.4,5,102.04
2024-07-01,VEN-0150,PRD-00372,15.75,94.8,8,101.46
2024-08-01,VEN-0150,PRD-00372,15.38,94.3,7,102.78
2024-09-01,VEN-0150,PRD-00372,15.09,96.2,10,103.77
2024-10-01,VEN-0150,PRD-00372,16.03,95.6,11,104.12
2024-11-01,VEN-0150,PRD-00372,15.93,93.2,6,104.61
2024-12-01,VEN-0150,PRD-00372,16.08,95.7,3,103.3
2023-01-01,VEN-0150,PRD-00286,36.45,96.5,3,96.98
2023-02-01,VEN-0150,PRD-00286,35.36,94.7,13,97.16
2023-03-01,VEN-0150,PRD-00286,36.08,96.2,6,95.63
2023-04-01,VEN-0150,PRD-00286,36.02,94.3,12,95.47
2023-05-01,VEN-0150,PRD-00286,35.04,94.3,5,94.16
2023-06-01,VEN-0150,PRD-00286,34.04,94.2,8,93.06
2023-07-01,VEN-0150,PRD-00286,36.06,93.1,5,94.64
2023-08-01,VEN-0150,PRD-00286,34.69,95.8,5,94.3
2023-09-01,VEN-0150,PRD-00286,36.07,94.1,13,93.52
2023-10-01,VEN-0150,PRD-00286,36.6,94.1,8,94.24
2023-11-01,VEN-0150,PRD-00286,34.35,93.6,3,95.62
2023-12-01,VEN-0150,PRD-00286,35.93,90.6,5,96.98
2024-01-01,VEN-0150,PRD-00286,36.21,92.6,12,96.87
2024-02-01,VEN-0150,PRD-00286,35.61,98.1,6,96.3
2024-03-01,VEN-0150,PRD-00286,36.86,94.4,11,95.41
2024-04-01,VEN-0150,PRD-00286,36.15,93.6,3,95.44
2024-05-01,VEN-0150,PRD-00286,36.0,94.8,6,94.99
2024-06-01,VEN-0150,PRD-00286,34.82,94.1,4,94.81
2024-07-01,VEN-0150,PRD-00286,34.82,96.4,7,94.8
2024-08-01,VEN-0150,PRD-00286,35.03,94.3,10,95.74
2024-09-01,VEN-0150,PRD-00286,35.4,95.9,8,96.77
2024-10-01,VEN-0150,PRD-00286,37.08,94.8,7,96.35
2024-11-01,VEN-0150,PRD-00286,36.18,95.2,10,95.86
2024-12-01,VEN-0150,PRD-00286,35.23,94.4,5,95.52
2023-01-01,VEN-0150,PRD-00167,540.03,97.6,5,95.92
2023-02-01,VEN-0150,PRD-00167,523.69,94.3,5,95.8
2023-03-01,VEN-0150,PRD-00167,544.62,95.4,4,97.19
2023-04-01,VEN-0150,PRD-00167,551.19,94.9,10,96.81
2023-05-01,VEN-0150,PRD-00167,544.07,95.7,3,96.03
2023-06-01,VEN-0150,PRD-00167,538.94,95.7,4,95.48
2023-07-01,VEN-0150,PRD-00167,525.33,95.1,7,96.55
2023-08-01,VEN-0150,PRD-00167,528.53,93.6,5,96.95
2023-09-01,VEN-0150,PRD-00167,545.48,92.2,4,95.97
2023-10-01,VEN-0150,PRD-00167,528.33,94.2,6,96.45
2023-11-01,VEN-0150,PRD-00167,535.43,92.8,6,97.05
2023-12-01,VEN-0150,PRD-00167,544.12,97.6,4,96.02
2024-01-01,VEN-0150,PRD-00167,544.4,92.9,5,97.93
2024-02-01,VEN-0150,PRD-00167,556.01,94.1,9,97.08
2024-03-01,VEN-0150,PRD-00167,549.1,92.6,12,97.48
2024-04-01,VEN-0150,PRD-00167,547.44,97.9,4,96.56
2024-05-01,VEN-0150,PRD-00167,523.51,90.4,10,94.14
2024-06-01,VEN-0150,PRD-00167,546.29,95.2,5,95.01
2024-07-01,VEN-0150,PRD-00167,525.77,93.7,3,95.34
2024-08-01,VEN-0150,PRD-00167,543.15,97.5,4,95.77
2024-09-01,VEN-0150,PRD-00167,536.33,95.8,13,96.93
2024-10-01,VEN-0150,PRD-00167,537.71,95.3,3,96.27
2024-11-01,VEN-0150,PRD-00167,542.53,92.4,10,97.58
2024-12-01,VEN-0150,PRD-00167,555.8,96.3,8,97.82
2023-01-01,VEN-0169,PRD-00484,18.69,83.0,13,96.78
2023-02-01,VEN-0169,PRD-00484,19.55,80.3,12,96.47
2023-03-01,VEN-0169,PRD-00484,19.27,81.8,13,97.96
2023-04-01,VEN-0169,PRD-00484,19.89,84.3,9,99.06
2023-05-01,VEN-0169,PRD-00484,19.39,86.6,13,99.9
2023-06-01,VEN-0169,PRD-00484,19.47,82.6,6,99.55
2023-07-01,VEN-0169,PRD-00484,20.13,86.1,8,101.51
2023-08-01,VEN-0169,PRD-00484,19.28,81.3,11,101.16
2023-09-01,VEN-0169,PRD-00484,18.78,83.4,8,100.21
2023-10-01,VEN-0169,PRD-00484,20.13,82.4,3,101.64
2023-11-01,VEN-0169,PRD-00484,19.62,83.7,4,102.05
2023-12-01,VEN-0169,PRD-00484,19.39,83.9,7,100.42
2024-01-01,VEN-0169,PRD-00484,19.38,83.8,5,99.45
2024-02-01,VEN-0169,PRD-00484,19.18,84.0,13,101.12
2024-03-01,VEN-0169,PRD-00484,19.91,77.0,11,100.79
2024-04-01,VEN-0169,PRD-00484,19.06,82.8,10,100.65
2024-05-01,VEN-0169,PRD-00484,19.36,81.7,6,98.99
2024-06-01,VEN-0169,PRD-00484,18.87,86.2,4,97.81
2024-07-01,VEN-0169,PRD-00484,18.96,85.0,7,98.37
2024-08-01,VEN-0169,PRD-00484,19.5,81.8,5,98.25
2024-09-01,VEN-0169,PRD-00484,19.64,82.8,3,98.98
2024-10-01,VEN-0169,PRD-00484,19.48,82.2,8,99.07
2024-11-01,VEN-0169,PRD-00484,19.68,82.1,3,98.42
2024-12-01,VEN-0169,PRD-00484,19.07,80.3,8,99.26
2023-01-01,VEN-0169,PRD-00002,33.62,80.0,13,100.99
2023-02-01,VEN-0169,PRD-00002,32.87,85.3,5,101.43
2023-03-01,VEN-0169,PRD-00002,33.38,87.6,8,101.93
2023-04-01,VEN-0169,PRD-00002,32.34,83.1,10,100.6
2023-05-01,VEN-0169,PRD-00002,33.62,86.0,7,100.66
2023-06-01,VEN-0169,PRD-00002,32.03,86.3,6,100.09
2023-07-01,VEN-0169,PRD-00002,33.04,82.9,3,100.31
2023-08-01,VEN-0169,PRD-00002,32.62,82.4,12,98.89
2023-09-01,VEN-0169,PRD-00002,31.5,77.8,10,99.83
2023-10-01,VEN-0169,PRD-00002,31.59,82.7,4,100.81
2023-11-01,VEN-0169,PRD-00002,32.82,80.0,8,101.13
2023-12-01,VEN-0169,PRD-00002,31.95,81.9,3,101.92
2024-01-01,VEN-0169,PRD-00002,32.58,84.0,10,100.87
